entryTime,direction,entryPrice,atr,isGlobex,fwd30,fwd60,fwd120,fwd240
2025-09-02 03:50:00,LONG,23282.5,239.5,true,31,33,10.75,-47.75
2025-09-02 08:20:00,LONG,23160.25,239.5,true,-64.75,-39,45.25,-87
2025-09-02 15:35:00,SHORT,23249.75,239.5,false,-114.25,-116.25,-116.25,-85
2025-09-03 14:35:00,LONG,23321.5,238.6,false,23.75,59.25,139.25,119.75
2025-09-03 20:15:00,SHORT,23498.25,238.6,true,-2,-5.5,-21,7
2025-09-04 14:00:00,SHORT,23594.25,234.1,false,-19.5,-27.5,-69.25,-113.25
2025-09-05 10:35:00,LONG,23617.25,230.5,false,-79.5,27,-3.5,27.5
2025-09-10 15:10:00,LONG,23806.5,228.0,false,56.5,64.5,64.75,77.25
2025-09-17 12:35:00,LONG,24141.75,216.7,false,14.25,58.75,-54.75,118.25
2025-09-17 18:50:00,SHORT,24327.75,216.7,true,-3.75,-12.25,3.5,-46
2025-09-18 06:10:00,SHORT,24484.5,212.1,true,24.75,-17.5,-5.25,-19.75
2025-09-28 18:00:00,SHORT,24993.75,211.3,true,-16.25,-47,-94.25,-144
